Manufacturer;StockName;LabelWidth;LabelHeight;PaperWidth;PaperHeight;NumberOfRows;NumberOfColumns;HorizontalGap;VerticalGap;LeftMargin;TopMargin
Agipa;119002 Multi-Usage;4.1341;1.5349;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.4718
Agipa;119003 Multi-Usage;4.1341;2.7559;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0.3348
Agipa;119005 Multi-Usage;4.1341;1.3779;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0.3348
Agipa;119006 Multi-Usage;2.7561;1.3779;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.3348
Agipa;119008 Multi-Usage;4.1341;1.6539;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.1148
Agipa;119012 Multi-Usage;4.1341;1.4569;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0
Agipa;119013 Multi-Usage;4.1341;2.2439;8.2677;11.6929;2;5;0.0000;0.0000;0.0000;0.2358
Agipa;119014 Multi-Usage;4.1341;5.8459;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0
Agipa;119015 Multi-Usage;2.7561;1.4569;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0
Agipa;119030 Multi-Usage;2.7561;1.2199;8.2677;11.6929;3;9;0.0000;0.0000;0.0000;0.3538
Agipa;119031 Multi-Usage;2.7561;1.2199;8.2677;11.6929;3;9;0.0000;0.0000;0.0000;0.3538
Agipa;119063 Laser;2.7559;1.6539;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.1148
Agipa;119065 Special Laser;4.1339;1.6539;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0
Agipa;119080 Ink Jet Laser;2.4999;1.4999;8.2677;11.6929;3;7;0.0990;0.0000;0.2848;0.5118
Agipa;119081 Burotic;2.4999;1.8349;8.2677;11.6929;3;6;0.0985;0.0000;0.0278;0.0348
Agipa;119082 Ink Jet Laser;3.9019;1.3349;8.2677;11.6929;2;8;0.0979;0.0000;0.1828;0.5118
Agipa;119083 Ink Jet Laser;3.9019;1.4999;8.2677;11.6929;2;7;0.0979;0.0000;0.1828;0.5118
Agipa;119084 Burotic;2.4999;2.8349;8.2677;11.6929;3;4;0.0985;0.0000;0.0278;0.0198
Agipa;119085 Ink Jet Laser;3.9019;2.6649;8.2677;11.6929;2;4;0.0979;0.0000;0.1828;0.5118
Agipa;119098 Laser;1.9689;0.7869;8.2677;11.6929;4;14;0.0000;0.0000;0.1968;0.5121
Agipa;119099 Laser;2.1649;1.1809;8.2677;11.6929;3;9;0.3945;0.0000;0.4918;0.5121
Agipa;119602 Ink Jet Laser;1.9689;0.7869;8.2677;11.6929;4;14;0.0000;0.0000;0.1964;0.5121
Agipa;119603 Ink Jet Laser;1.9689;0.9839;8.2677;11.6929;4;11;0.0000;0.0000;0.1972;0.5121
Agipa;119606 Ink Jet Laser;2.5589;1.5749;8.2677;11.6929;3;7;0.0000;0.0000;0.2952;0.5121
Agipa;119608 Ink Jet Laser;3.9369;1.9689;8.2677;11.6929;2;5;0.0000;0.1567;0.1969;0.5121
Agipa;119622 Media;4.7239;0.6299;8.2677;11.6929;1;16;0.0000;0.0000;1.7639;0.5121
Agipa;119623 Media;3.5039;1.6139;8.2677;11.6929;2;7;0.0000;0.0000;0.6209;0.1971
Agipa;119650 Diskette;2.7559;2.8309;8.2677;11.6929;2;4;1.3378;0.0000;0.7089;0.1851
Agipa;119715 Laser;2.4999;1.4999;8.2677;11.6929;3;7;0.0989;0.0000;0.2849;0.5121
Agipa;119716 Laser;2.4999;1.8349;8.2677;11.6929;3;6;0.0989;0.0000;0.2849;0.5121
Agipa;119717 Laser;3.9019;1.3349;8.2677;11.6929;2;8;0.0978;0.0000;0.1829;0.5121
Agipa;119718 Laser;3.9019;1.4999;8.2677;11.6929;2;7;0.0978;0.0000;0.1829;0.5121
Agipa;119719 Laser;3.9019;2.6649;8.2677;11.6929;2;4;0.0980;0.0000;0.1829;0.5121
AOne;28171 Address;3.5511;1.6651;8.2677;11.6929;2;6;0.0989;0.0000;0.6498;0.7871
AOne;28173 Address;3.7991;1.7521;8.2677;11.6929;2;5;0.0989;0.0000;0.2758;0.9171
AOne;28175 Address;3.2991;1.6651;8.2677;11.6929;2;6;0.1509;0.0000;0.7988;0.7871
AOne;28177 Address;3.5041;1.8901;8.2677;11.6929;2;5;0.0789;0.0000;0.3938;0.9841
AOne;28179 Address;3.3071;1.6541;8.2677;11.6929;2;6;0.0800;0.0000;0.7867;0.9061
AOne;28181 Address;3.2519;1.4021;8.2677;11.6929;2;7;0.0990;0.0000;0.7987;0.7091
AOne;28183 Address;3.2989;1.6651;8.2677;11.6929;2;6;0.1500;0.0000;0.7597;0.8461
AOne;28185 Address;2.7559;1.6651;8.2677;11.6929;3;6;0.0000;0.0000;0.0000;0.8461
AOne;28187 Address;3.3069;1.6541;8.2677;11.6929;2;6;0.0800;0.0000;0.7867;0.8861
AOne;28189 Address;3.2678;1.4171;8.2677;11.6929;2;7;0.0780;0.0000;0.8267;0.9841
AOne;28204 Address;1.652;2.9220;8.2677;11.6929;5;4;0.0000;0.0000;0.0000;0
AOne;28311 Address;3.3068;1.6541;8.2677;11.6929;2;6;0.1971;0.0000;0.5906;0.5911
AOne;28313 Address ;3.3068;1.8901;8.2677;11.6929;2;5;0.0801;0.0000;0.7866;0.9842
AOne;28315 Address;2.5198;1.3351;8.2677;11.6929;3;7;0.0000;0.0000;0.2756;0.9252
AOne;28382 Address;3.4018;1.6651;8.2677;11.6929;2;6;0.0000;0.0000;0.7319;0.8352
AOne;28383 Address;2.7558;1.6651;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.0002
AOne;28384 Address;2.7558;1.6651;8.2677;11.6929;3;6;0.0000;0.0000;0.0000;0.8352
AOne;28385 Address;2.7558;1.5001;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.5832
AOne;28386 Address;2.7558;1.3351;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.5002
AOne;28387 Address;3.4018;2.0001;8.2677;11.6929;2;5;0.0000;0.0000;0.7319;0.8352
AOne;28388 Address;1.9018;1.0001;8.2677;11.6929;4;11;0.0000;0.0000;0.3309;0.3462
AOne;28389 Address;2.5978;1.3351;8.2677;11.6929;3;8;0.0000;0.0000;0.2359;0.5082
AOne;28390 Address;2.4998;1.8311;8.2677;11.6929;3;6;0.1009;0.0000;0.2829;0.3542
AOne;28441A Video Spine;5.8268;0.7871;8.2677;11.6929;1;12;0.0000;0.0000;1.2199;0.9842
AOne;28441B Video Face;3.0308;1.8501;8.2677;11.6929;2;5;0.3158;0.0000;0.9449;0.9842
AOne;28445 Folder;7.4798;0.5509;8.2677;11.6929;1;13;0.0000;0.2364;0.3939;0.7867
AOne;28446 Folder;7.4798;0.6689;8.2677;11.6929;1;11;0.0000;0.2760;0.3939;0.7867
AOne;28848 Sticker;0.7478;0.7479;8.2677;11.6929;7;8;0.2363;0.4330;0.8068;1.3387
AOne;28849 Sticker;0.6299;0.7479;8.2677;11.6929;7;8;0.3543;0.4330;0.8658;1.3387
AOne;28856 Video Spine;5.8269;0.7869;8.2677;11.6929;1;12;0.0000;0.0000;1.2198;0.9837
AOne;28857 Address;2.4999;1.8309;8.2677;11.6929;3;6;0.1010;0.0000;0.2828;0.3537
AOne;28911 Address;3.5039;1.8899;8.2677;11.6929;2;5;0.0789;0.0000;0.3938;0.9837
AOne;28915 Address;3.2992;1.6649;8.2677;11.6929;2;6;0.1499;0.0000;0.7598;0.8457
AOne;28919 Address;3.4022;1.6649;8.2677;11.6929;2;6;0.0000;0.0000;0.7318;0.8347
AOne;28923 Address;2.7562;1.6649;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0
AOne;28927 Address;2.7562;1.6649;8.2677;11.6929;3;6;0.0000;0.0000;0.0000;0.8348
AOne;28931 Address;2.7562;1.4999;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.5828
AOne;28935 Address;2.7562;1.3349;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.4998
AOne;28939 Address;3.4022;1.9999;8.2677;11.6929;2;5;0.0000;0.0000;0.7318;0.8348
AOne;28943 Address;1.9022;0.9999;8.2677;11.6929;4;11;0.0000;0.0000;0.3308;0.3458
AOne;28947 Address;2.5982;1.3352;8.2677;11.6929;3;8;0.0000;0.0000;0.2358;0.5078
AOne;29080 Diskette;2.7992;2.7482;8.2677;11.6929;2;3;1.0999;0.0000;0.7828;1.7198
AOne;29081 Diskette;2.7992;2.7482;8.2677;11.6929;2;3;1.0995;0.0000;0.7832;1.7198
AOne;29090 Diskette;2.7992;2.7482;8.2677;11.6929;2;3;1.1035;0.0000;0.7832;1.7198
AOne;29100 Diskette;3.2992;1.2482;8.2677;11.6929;2;8;0.1495;0.0000;0.7602;0.8458
APLI;1270 Address;2.7559;1.0002;8.2677;11.6929;3;11;0.0000;0.0000;0.0000;0.3458
APLI;1271 Address;2.7562;1.1812;8.2677;11.6929;3;9;0.0000;0.0000;0.0000;0.5308
APLI;1272 Address;2.7562;1.3782;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.3348
APLI;1273 Address;2.7562;1.4572;8.2677;11.6929;3;8;0.0000;0.0000;0.0000;0.0198
APLI;1274 Address;4.1342;1.4572;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0.0198
APLI;1275 Address;4.1342;1.5752;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.3349
APLI;1276 Address;2.7562;1.6692;8.2677;11.6929;3;7;0.0000;0.0000;0.0000;0.0039
APLI;1277 Address;4.1342;1.6692;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.0039
APLI;1278 Shipping;4.1342;2.2442;8.2677;11.6929;2;5;0.0000;0.0000;0.0000;0.2359
APLI;1279 Shipping;4.1342;2.9132;8.2677;11.6929;2;4;0.0000;0.0000;0.0000;0.0199
APLI;1280 Parcel;4.1342;5.8272;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0.0199
APLI;1283 Index;1.4962;0.8352;8.2677;11.6929;5;13;0.0000;0.0000;0.3942;0.4209
APLI;1287 Address;4.1342;1.3782;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0.3349
APLI;1984 Address;4.1342;1.4572;8.2677;11.6929;2;8;0.0000;0.0000;0.0000;0
APLI;1985 Address;4.1342;1.5752;8.2677;11.6929;2;7;0.0000;0.0000;0.0000;0.3352
APLI;1994 Diskette;2.7562;2.0472;8.2677;11.6929;2;5;0.9135;0.0000;0.9172;0.7282
APLI;1995 Diskette;2.7562;2.7562;8.2677;11.6929;2;4;1.3375;0.0000;0.7092;0.3352
APLI;1996 Video Face;3.0002;1.8352;8.2677;11.6929;2;6;0.0975;0.0000;1.0832;0.3742
APLI;2000 Video Spine;5.7012;0.6649;8.2677;11.6929;1;16;0.0000;0.0000;1.2832;0.5242
APLI;2008 Audio Cassette;3.5042;1.6539;8.2677;11.6929;2;6;0.1014;0.0000;0.5793;0.9132
APLI;2011 Cartridge;2.8352;0.8349;8.2677;11.6929;2;12;0.8654;0.0000;0.8663;0.8502
APLI;2012 Cartridge;4.0942;1.1649;8.2677;11.6929;1;9;0.0000;0.0000;2.0873;0.6022
APLI;3051 Price;1.4492;0.9369;8.2677;11.6929;5;11;0.0981;0.0630;0.3154;0.4062
APLI;3052 Price;1.4962;0.8349;8.2677;11.6929;5;13;0.0000;0.0000;0.3944;0.421
APLI;3053 Price;1.9092;0.6649;8.2677;11.6929;4;17;0.0000;0.0000;0.3154;0.193
APLI;3054 Price;1.9092;0.9999;8.2677;11.6929;4;11;0.0000;0.0000;0.3154;0.346
APLI;3055 Price;2.0672;0.8349;8.2677;11.6929;4;14;0.0000;0.0000;0.0004;0.003
APLI;3056 Address;2.5432;1.3309;8.2677;11.6929;3;8;0.0000;0.0000;0.3194;0.524
APLI;3057 Address;3.8192;1.6689;8.2677;11.6929;2;6;0.0000;0.0000;0.3151;0.839
APLI;3058 Parcel;4.1342;5.8269;8.2677;11.6929;2;2;0.0000;0.0000;0.0000;0.02
APLI;3059 Shipping;8.2682;5.8269;8.2677;11.6929;1;2;0.0000;0.0000;0.0000;0.02
Avery;3111 Sticker;2.4998;2.4999;8.5000;11.0000;3;3;0.1870;0.5001;0.3131;1.2499
Avery;3112 Sticker;1.4998;1.4999;8.5000;11.0000;4;5;0.5000;0.5000;0.5001;0.7499
Avery;3113 Sticker;2.4998;2.4999;8.5000;11.0000;3;3;0.1870;0.5001;0.3131;1.2499
Avery;5096 3 1/2" Diskette;2.7498;2.7499;8.5000;11.0000;3;3;0.0000;0.2503;0.1251;0.4995
Avery;5160 Laser Address;2.6248;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1891;0.4995
Avery;5161 Laser Address;3.9998;0.9999;8.5000;11.0000;2;10;0.1879;0.0000;0.1561;0.4995
Avery;5162 Laser Address;3.9998;1.3329;8.5000;11.0000;2;7;0.1879;0.0000;0.1561;0.8325
Avery;5163 Laser Address;3.9998;1.9999;8.5000;11.0000;2;5;0.1879;0.0000;0.1561;0.4995
Avery;5164 Laser Address;3.9998;3.3329;8.5000;11.0000;2;3;0.1879;0.0000;0.1561;0.4995
Avery;5167 Laser Address;1.7498;0.4999;8.5000;11.0000;4;20;0.3126;0.0000;0.2811;0.4995
Avery;5168 White Mailing Address;3.4998;4.9999;8.5000;11.0000;2;2;0.4999;0.0000;0.5001;0.4995
Avery;5196 3 1/2" Diskette;2.7498;2.7499;8.5000;11.0000;3;3;0.0000;0.2503;0.1251;0.4995
Avery;5198 Audio Cassette;3.4998;1.6669;8.5000;11.0000;2;6;0.4999;0.0000;0.5001;0.5003
Avery;5199 Video - Face;3.0628;1.8329;8.5000;11.0000;2;5;0.2369;0.0000;1.0691;0.9173
Avery;5199 Video - Spine;5.8128;0.6669;8.5000;11.0000;1;15;0.0000;0.0000;1.3441;0.5003
Avery;5260 Laser Address;2.6248;0.9999;8.5000;11.0000;3;10;0.1250;0.0000;0.1891;0.5003
Avery;5261 Laser Address;3.9998;0.9999;8.5000;11.0000;2;10;0.1879;0.0000;0.1561;0.5003
Avery;5262 Laser Address;3.9998;1.3329;8.5000;11.0000;2;7;0.1879;0.0000;0.1561;0.8333
Avery;5263 Laser Address;3.9998;1.9999;8.5000;11.0000;2;5;0.1879;0.0000;0.1561;0.5003
Avery;5264 Laser Address;3.9999;3.3329;8.5000;11.0000;2;3;0.1879;0.0000;0.1561;0.5003
Avery;5267 Laser Address;1.7499;0.4999;8.5000;11.0000;4;20;0.3126;0.0000;0.2811;0.5003
Avery;5293 Round;1.6251;1.6249;8.5000;11.0000;4;6;0.3750;0.0489;0.4381;0.5003
Avery;5294 Round;2.5001;2.5002;8.5000;11.0000;3;4;0.2500;0.0000;0.2501;0.5003
Avery;5660 Address;2.8331;1.0002;8.5000;11.0000;3;10;0.0000;0.0000;0.0001;0.4999
Avery;5661 Address;4.2501;1.0002;8.5000;11.0000;2;10;0.0000;0.0000;0.0001;0.4999
Avery;5662 Address;4.2501;1.3332;8.5000;11.0000;2;7;0.0000;0.0000;0.0001;0.8349
Avery;5663 Address;4.2501;2.0002;8.5000;11.0000;2;5;0.0000;0.0000;0.0001;0.4999
Avery;5664 Clear Mailing;4.2499;3.3332;8.5000;11.0000;2;3;0.0000;0.0000;0.0001;0.4999
Avery;5667 Clear Mailing;1.7499;0.5002;8.5000;11.0000;4;20;0.3000;0.0000;0.2999;0.4999
Avery;5896 3 1/2" Diskette;2.7499;2.7502;8.5000;11.0000;3;3;0.0000;0.2501;0.1249;0.4998
Avery;5920 Address;2.6249;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1889;0.4998
Avery;5922 Address;3.9999;1.3332;8.5000;11.0000;2;7;0.1881;0.0000;0.1559;0.8328
Avery;5923 White Address;3.9999;2.0002;8.5000;11.0000;2;5;0.1881;0.0000;0.1559;0.4998
Avery;5927 White Address;1.7499;0.5002;8.5000;11.0000;4;20;0.3127;0.0000;0.2809;0.4998
Avery;5930 Clear Address;2.8329;1.0002;8.5000;11.0000;3;10;0.0005;0.0000;0.0000;0.4998
Avery;5932 Clear Address;4.2499;1.3332;8.5000;11.0000;2;7;0.0000;0.0000;0.0000;0.8348
Avery;5960 Laser Address;2.6249;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1889;0.4998
Avery;5961 Laser Address;3.9999;1.0002;8.5000;11.0000;2;10;0.1881;0.0000;0.1559;0.4998
Avery;5962 Laser Address;3.9999;1.3332;8.5000;11.0000;2;7;0.1881;0.0000;0.1559;0.8328
Avery;5963 Laser Address;3.9999;2.0002;8.5000;11.0000;2;5;0.1881;0.0000;0.1559;0.4998
Avery;5970 Address;2.6249;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1889;0.4998
Avery;5971 Address;2.6249;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1889;0.4998
Avery;5972 Address;2.6250;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1889;0.4998
Avery;5979 Address;2.6250;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1889;0.4998
Avery;5980 Address;2.6250;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1889;0.4998
Avery;5997 Video - Face;3.0630;1.8332;8.5000;11.0000;2;5;0.2361;0.0000;1.0689;0.9198
Avery;5997 Video - Spine;5.8130;0.6672;8.5000;11.0000;1;15;0.0000;0.0000;1.3439;0.4998
Avery;5998 Audio Cassette;3.5000;1.6672;8.5000;11.0000;2;6;0.5001;0.0000;0.4999;0.4998
Avery;6490 Diskette;2.6880;2.0002;8.5000;11.0000;3;5;0.0931;0.0000;0.1248;0.5001
Avery;6875 Color Laser;7.7500;9.5002;8.5000;11.0000;1;1;0.0000;0.0000;0.3748;0.7501
Avery;6878 Color Laser;3.7500;4.7502;8.5000;11.0000;2;2;0.2502;0.2499;0.3748;0.6251
Avery;8160 Ink Jet Address;2.6250;1.0002;8.5000;11.0000;3;10;0.1251;0.0000;0.1888;0.5001
Avery;8161 Ink Jet Address;4.0000;1.0002;8.5000;11.0000;2;10;0.1882;0.0000;0.1558;0.5001
Avery;8162 Ink Jet Address;4.0000;1.3332;8.5000;11.0000;2;7;0.1882;0.0000;0.1558;0.8331
Avery;8163 Ink Jet Address;4.0000;2.0002;8.5000;11.0000;2;5;0.1882;0.0000;0.1558;0.5001
Avery;8164 Ink Jet Address;4.0000;3.3332;8.5000;11.0000;2;3;0.1882;0.0000;0.1558;0.5001
Avery;8167 Ink Jet Address;1.7500;0.5002;8.5000;11.0000;4;20;0.3127;0.0000;0.2808;0.5001
Avery;8196 Diskette;2.7500;2.7502;8.5000;11.0000;3;3;0.0000;0.2500;0.1248;0.5001
Avery;8253 Ink Jet Color;3.9999;2.0002;8.5000;11.0000;2;5;0.1882;0.0000;0.1558;0.5001
Avery;8254 Ink Jet Color;4.0001;3.3332;8.5000;11.0000;2;3;0.1882;0.0000;0.1558;0.5001
Avery;8257 Address;2.2501;0.7502;8.5000;11.0000;3;10;0.5001;0.2500;0.3748;0.6251
Avery;8460 Ink Jet Address;2.6251;1.0002;8.5000;11.0000;3;10;0.1249;0.0000;0.1892;0.5002
Avery;8462 Ink Jet Address;4.0001;1.3332;8.5000;11.0000;2;7;0.1878;0.0000;0.1562;0.8332
Avery;8463 Ink Jet Shipping;4.0001;2.0002;8.5000;11.0000;2;5;0.1878;0.0000;0.1562;0.5002
Avery;8660 Address;2.6251;1.0002;8.5000;11.0000;3;10;0.1244;0.0000;0.1882;0.5002
Avery;8662 Address;4.0001;1.3332;8.5000;11.0000;2;7;0.1878;0.0000;0.1562;0.8332
Avery;8663 Address;4.0001;2.0002;8.5000;11.0000;2;5;0.1878;0.0000;0.1562;0.5002
Avery;8667 Address;1.7501;0.5002;8.5000;11.0000;4;20;0.3126;0.0000;0.2812;0.5002
Avery;8763 Ink Jet Glossy;4.0001;2.0002;8.5000;11.0000;2;5;0.1878;0.0000;0.1562;0.5002
Avery;8765 Photo Quality;7.7501;9.5002;8.5000;11.0000;1;1;0.0000;0.0000;0.3752;0.7502
Avery;8768 Photo Quality;3.7501;4.7502;8.5000;11.0000;2;2;0.2498;0.2498;0.3752;0.6252
Avery;8769 Ink Jet Glossy Address;3.7501;1.2502;8.5000;11.0000;2;6;0.2498;0.2500;0.3752;1.1252
Avery;8920 Address;2.6249;1.0002;8.5000;11.0000;3;10;0.1249;0.0000;0.1892;0.5002
Avery;8922 Address;3.9999;1.3332;8.5000;11.0000;2;7;0.1878;0.0000;0.1562;0.8332
Avery;8923 Shipping;3.9999;2.0002;8.5000;11.0000;2;5;0.1878;0.0000;0.1562;0.5002
Avery;8925s for Zip Disk;2.3449;2.0002;8.5000;11.0000;2;3;1.2698;1.3119;1.2702;0.6572
Avery;8927 Address;1.7499;0.5002;8.5000;11.0000;4;20;0.3126;0.0000;0.2812;0.5002
Avery;8930 Address;2.6249;1.0002;8.5000;11.0000;3;10;0.1249;0.0000;0.1902;0.5002
Avery;8932 Address;3.9999;1.3332;8.5000;11.0000;2;7;0.1898;0.0000;0.1602;0.8352
Avery;C2160 Ink Jet White Address;2.4999;1.5002;8.2677;11.6929;3;7;0.1004;0.0000;0.2829;0.598
Avery;C2163 Ink Jet;3.8999;1.5002;8.2677;11.6929;2;7;0.0998;0.0000;0.1839;0.598
Avery;C2166 Address;2.7562;2.0472;8.2677;11.6929;2;4;0.2438;0.2863;1.2559;1.323
Avery;C2180 Rectangle;1.5002;0.8352;8.2677;11.6929;3;8;0.2999;0.3317;1.5839;1.346
Avery;C2241 Rectangle Sticker;3.0002;1.2502;8.2677;11.6929;2;6;0.2008;0.2502;1.0349;1.471
Avery;C2242 Sticker;2.0002;2.0002;8.2677;11.6929;3;4;0.1999;0.5003;0.9329;1.098
Avery;C2243 Ink Jet Round Sticker;1.5002;1.5002;8.2677;11.6929;4;5;0.1773;0.5002;0.8659;1.098
Avery;C2244 Ink Jet Round Sticker;2.8352;2.8352;8.2677;11.6929;2;3;0.2648;0.2630;1.1689;1.331
Avery;C2420 Bookmark;7.0082;1.4962;8.2677;11.6929;1;3;0.0000;2.0080;0.6296;1.181
Avery;C2651 Ink Jet Mini;1.5002;0.8332;8.2677;11.6929;5;13;0.1000;0.0000;0.1836;0.429
Avery;C6611 Mini Photo Stickers;0.6692;0.9452;4.1340;5.8270;4;4;0.1581;0.1577;0.4916;0.787
Avery;C6612 Mini Photo Stickers;1.4962;2.0472;4.1340;5.8270;2;2;0.1584;0.1590;0.4916;0.787
Avery;C6613 Mini Photo Stickers;0.6692;0.9452;4.1340;5.8270;4;4;0.1581;0.1577;0.4916;0.787
Avery;C6614 Mini Photo Stickers;4.1342;5.8269;4.1340;5.8270;1;1;0.0000;0.0000;0.0000;0
Avery;C9169 Ink Jet Glossy;3.9022;5.4719;8.2677;11.6929;2;2;0.1001;0.0000;0.1816;0.374
Avery;J8159 Ink Jet White Address;2.5202;1.3329;8.2677;11.6929;3;8;0.1044;0.0000;0.2499;0.541
Avery;J8160 Ink Jet White Address;2.5002;1.4999;8.2677;11.6929;3;7;0.1004;0.0000;0.2829;0.6251
Avery;J8161 Ink Jet White Address;2.5002;1.8329;8.2677;11.6929;3;6;0.1004;0.0000;0.2829;0.3751
Avery;J8162 Ink Jet White Address;3.9002;1.3329;8.2677;11.6929;2;8;0.0998;0.0000;0.1839;0.5411
Avery;J8163 Ink Jet White Address;3.9002;1.4999;8.2677;11.6929;2;7;0.0998;0.0000;0.1839;0.6251
Avery;J8164 Ink Jet White Address;2.5002;2.8329;8.2677;11.6929;3;4;0.1004;0.0000;0.2829;0.2091
Avery;J8165 Ink Jet White Address;3.9002;2.6669;8.2677;11.6929;2;4;0.0998;0.0000;0.1839;0.5421
Avery;J8166 Ink Jet White Address;3.9002;3.6669;8.2677;11.6929;2;3;0.0998;0.0000;0.1839;0.3751
Avery;J8168 Ink Jet White Address;7.8582;5.6499;8.2677;11.6929;1;2;0.0000;0.0000;0.1849;0.2241
Avery;J8171 Lever Arch;7.8739;2.3622;8.2677;11.6929;1;4;0.0000;0.0002;0.1971;1.1514
Avery;J8360 Address;2.5002;1.4999;8.2677;11.6929;3;7;0.1007;0.0000;0.2824;0.6251
Avery;J8362 Address;3.9002;1.3329;8.2677;11.6929;2;8;0.0996;0.0000;0.1841;0.5411
Avery;J8363 Address;3.9002;1.4999;8.2677;11.6929;2;7;0.0996;0.0000;0.1841;0.6251
Avery;J8365 Address;3.9002;2.6669;8.2677;11.6929;2;4;0.0996;0.0000;0.1841;0.5421
Avery;J8368 Shipping;7.8582;5.6499;8.2677;11.6929;1;2;0.0000;0.0000;0.1851;0.2241
Avery;J8440 Zip Disk Insert;3.8192;3.8778;8.2677;11.6929;1;2;0.0000;0.2748;2.2241;1.8311
Avery;J8560 Ink Jet Clear Address;2.5002;1.4998;8.2677;11.6929;3;7;0.1003;0.0000;0.2831;0.6251
